word,freq,joinable,trim_first_letter
ނުކުޅައްދައިލެވޭނެކަމަށް,1,,
ނަމާދުގެ,1,,
ލިބިގަތްފަދައިން,1,,
ލިބިއްޖައުމަންދާނދެން,1,,
އާއަށްވީ,1,1,1
ދެއްވީމުއެވެ,1,,
ދުރުކުރުމަކަށް,1,,
ލިބިގަތުމަކަށް,1,,
އައުމަށްފަހު,1,,
ލަސްލަހުން,1,,
އެއްގެގޮތުގައި,1,1,1
ދަންނަ,1,,
ކުރުމުގައްޔާއި,1,,
އަށްތިބުމުގައި,1,,
ގޮތުންނޫނީ,1,,
ގިނަގުނަކުރައްވާހުށްޓެވެ,1,,
ކުޅަމީހަކު,1,,
ކޮށްފާނެކަމަށް,1,,
ގެންނަވައިބައްލަވާށެވެ,1,,
ކުރާގޮތަކީ,1,,
ވީބަޔެއްކަމުގައިވުމުގެ,1,,
ދާނެތެވެ,1,,
ގެދަރިންނަކީ,1,1,
ކިޔައިދެއްވާށެވެ,1,,
ންގެތެރެއިން,1,,
ދޭހެއްޔެވެ,1,,
ލިބޭހެއްޔެވެ,1,,
ބުނާނެތެވެ,1,,
ގަންދީބުނަމުއެވެ,1,,
ދެއްވުމެއްނުވެއެވެ,1,,
ވެގެންތިބީ,1,,
ވާނެތޯއެވެ,1,,
ބެއްލެވުމެއް,1,,
ސޫތްޕާއި,1,,
ދެއްވިޔަސް,1,,
ބަހުންނެވެ,1,,
ގެނެސްދިނީ,1,,
އެއްގައިމެ,1,1,1
ލިބިގަތްމީހުން,1,,
އުނގަންނައިދެއްވަނީ,1,,
ބަޔަކުކަމުގައި,1,,
ގެފާނަށެވެ,1,1,
އެއްކުރެއްވުނެވެ,1,,
އެތުރިގެންވެއެވެ,1,,
ކަލޭމެން,1,,
ނުކުރުމަށް,1,,
ކުރައްވާނަމެވެ,1,,
ތިމަންކަލޭގެފާނުގެ,1,,
ތެރިއަކީމެވެ,1,,
ލިބިފައިވާމީހާ,1,,
ބެހެއްޓިފައިހުއްޓައި,1,,
ކުރަނީތޯ,1,,
ލިބިފައެވެ,1,,
ނުކުރާނޫހެއްޔެވެ,1,,
އުފައްދަމުން,1,,
ބަޔަކީމުއެވެ,1,,
މަތިވެރިވެވޮޑިގެންވެއެވެ,1,,
ގައިވާކަމެއް,1,,
ފޯރީހެއްޔެވެ,1,,
ތަކުންނަށްވާ,1,1,
މަގުގައެވެ,1,,
ކިޔެވުމަށްވެސް,1,,
ވެވޮޑިގެނެއްނުވެތެވެ,1,,
ކަމުގައިތިބި,1,,
ދެއްވާފައިވާތީ,1,,
އަކަށްވެގެން,1,,
ކޮށްދެއްވުމުގެ,1,,
ކޮށްފައެވެ,1,,
ކޮށްފާނެތީ,1,,
މިއަޅާއަށްވުރެ,1,,
ފޮނުއްވުމުން,1,,
ލިބި,1,,
އަހުރެންނަށް,1,,
ނުކުރައްވާނެކަމަށް,1,,
ވެފައެއް,1,,
ކުރެއްވެވިކަމެއް,1,,
ލިބުމަށް,1,,
ފެންނަ,1,,
ވެފައިވާލެއް,1,,
ކުޅަމީހާ,1,,
ހޯދުމަށް,1,,
އަށްކަން,1,,
ތެރިވެވޮޑިގަތް,1,,
ވެރިކަމަކުންނެވެ,1,,
ހުރިހާކަމެއް,1,,
ކުޅަމީހަކަށް,1,,
ކުރުމެއްވިޔަސް,1,,
ނުކުރައްވައި,1,,
އަންނަހުށްޓެވެ,1,,
އެއްލިބިފައި,1,1,1
ދޮގެވެ,1,,
ދިނުމެއް,1,,
ކުރައްވާގޮތް,1,,
އެންމެފަހުގެ,1,,
ލެއްވުމަށް,1,,
ކަންތައްތަކަކީ,1,,
ނިކަންގެނެސްދެއްވައި,1,,
ވެރިންވީ,1,,
ންކަމުގައިވެ,1,,
ނުކުރާހުށި,1,,
އުޑުތަކާއި,1,,
ކުރީހެވެ,1,,
ކަންތަކަށް,1,,
އައިސްޖެހޭ,1,,
ކުރާމީހުންނެވެ,1,,
ދިރިއުޅުންވަނީ,1,,
ނަހައްދަވަތެވެ,1,,
މަގުފުރައްދަވައިފި,1,,
އުފެއްދެވި,1,,
ބައިބައިކޮށް,1,,
ވަންތަވެ,1,,
ދެއްވުމަކީ,1,,
ކޮށްގަނެތެވެ,1,,
ކަނޑައަޅުއްވާފައިވާގޮތަށް,1,,
ތެރިންނަށްޓަކައި,1,,
ދެއްވަމުން,1,,
ތެރިކުރެއްވިކަން,1,,
ތަކެއްކަމުގައި,1,1,
ފޮތެވެ,1,,
ވެރިއެއް,1,,
ވެރިވެވަޑައިގަންނަވާށެވެ,1,,
ންކަލޭގެފާނަށް,1,,
ދެ,1,,
ތަކަށްވުރެން,1,1,
ކަރަވީ,1,,
ވީފަރާތުން,1,,
ކޮށްފައިވިއެވެ,1,,
ދޭނެމީހަކުވެސް,1,,
މުދަލާއި,1,,
ހަނދުމަކުރާ,1,,
ހެޔޮ,1,,
އިތުރުކުރައްވާ,1,,
ވެރިވެއްޖެނަމައެވެ,1,,
އިރާދަކުރައްވާކަން,1,,
ފާފަފުއްސެވުމާއި,1,,
ފިރިހެނަކަށްވެސް,1,,
އަންހެނަކަށްވެސް,1,,
އޮތުމަކީ,1,,
ފާޅުކުރައްވާނޭ,1,,
ދެކެއެވެ,1,,
އަންހެނަކު,1,,
ނަބިއްޔާއަށް,1,,
ކޮށްދީ,1,,
ހިބަކޮށްދީފިނަމަ,1,,
ފުޅުވާ,1,,
ކުރުމަކާ,1,,
ލަދުވެތިވެވޮޑިއެއްނުގަންނަވަތެވެ,1,,
ލެއްވުންއެދި,1,,
އެއުރެންނަށްޓަކައި,1,,
ދޮގަކާއި,1,,
ކުރެވޭހުށްޓެވެ,1,,
ލެއްވުމަކުން,1,,
ލިބުމަކުން,1,,
ލިބިއްޖެއެވެ,1,,
އާއެ,1,1,1
އުފުލިއެވެ,1,,
އާވީ,1,1,1
ދޭމީހަކު,1,,
ކިޔާށެވެ,1,,
އެނގޭނަމަ,1,,
ކަމެއްގައިވާ,1,,
ދެއްވައިފި,1,,
ތަކާމެދުވެސް,1,1,
ކުޅަހިނދެވެ,1,,
ދުށްހިނދު,1,,
ކުރަމުންގެންދިޔަ,1,,
ދެއްވާނެ,1,,
ކޮށްގެންއުޅޭ,1,,
ކުރެއްވުންވީ,1,,
ތެރިވާކަން,1,,
ވެތިބުމަށެވެ,1,,
އެއްގެކުރިން,1,1,1
ހިފަހައްޓާނެ,1,,
ވެރިންގެތެރެއިން,1,,
ހަލާކުވިޔަނުދެއްވާށެވެ,1,,
ދިގު,1,,
ދިގުވެގެން,1,,
ކުރުވެގެންވެސް,1,,
ވެރިޔެއް,1,,
ވެގަންނަމީހާ,1,,
ވެގަންނަކަން,1,,
ގެފޮތް,1,1,
ނުދަންމަވަން,1,,
އިންތަކެއް,1,,
އަކަށްވުރެން,1,,
ކަންހިންގެވިގޮތަށް,1,,
ވެރިންނަށްވުރެން,1,,
ނުކުޅައްދާނެ,1,,
ކުރައްވާފައިނުވާ,1,,
ކުރާހުށީމުއެވެ,1,,
ލިބިދާހުށިކަން,1,,
ދިގުކުރައްވާ,1,,
ނިމި,1,,
ލިބޭތޯ,1,,
ފުޅުވާކަން,1,,
ކިޔަވައިވިދާޅުވާ,1,,
ކުރައްވައިބައްލަވާށެވެ,1,,
ވެވަޑައިގެންނެވީމުއެވެ,1,,
ގަސް,1,,
ގެފާނުވެއެވެ,1,1,
ވެވަޑައިގެންނެވި,1,,
ންތަކަކަށް,1,,
ންތަކުގެ,1,,
އެކަލޭގެފާނަށް,1,,
ބޮޑުވެގެންވާ,1,,
ކޮޅުގައި,1,,
ޖެހިއްޖައުމަށް,1,,
ދެއްވާނެކަމުގެ,1,,
އެއްނޫނެވެ,1,1,1
ބައްލަވާދުވަހުގެ,1,,
ގޮތެއްގައި,1,,
ލިބިގަތުމަށެވެ,1,,
ތެރިކޮށްދެއްވީމެވެ,1,,
ދެންނެވި,1,,
ވެރިންދެއްވައި,1,,
ވެރިންނަށްވާ,1,,
ހަނދުމަކުރެއްވުމެވެ,1,,
ބައްލަވާދުވަހަށް,1,,
ދެބައި,1,,
ތެރިވަންތަކަން,1,,
ވެގެންއުޅޭ,1,,
އަކުންނެވެ,1,,
ވުމަކަށް,1,,
ންތަކެއްލައެވެ,1,,
އެއްނެތިއެވެ,1,1,1
އެތަކެތިން,1,,
ވެރިންނީވެސް,1,,
ވެއްޖެމީހަކު,1,,
ވެރިވިމީހުންނަށް,1,,
ހަނދާންކުރުން,1,,
ޖެއްސެވިއެވެ,1,,
ތެރިންނަށްހުރި,1,,
އަންނަހުށީ,1,,
ތެދާއިގެން,1,,
ތެރިކަންވަނީ,1,,
ވެގެންއުޅުނު,1,,
ލިބިފައިވާކަން,1,,
ތަނަވަސްކުރައްވައި,1,,
ފެނިގެން,1,,
ތަކުންނޭވެ,1,1,
ވެއްޖައީސްކަން,1,,
ބިމުގައި,1,,
ވެރިވެގެންވާމީހުން,1,,
ތެދުކުރެއްވި,1,,
ކުރާމީހުންނަށްހުރި,1,,
ވެރިންކަމަށް,1,,
އުފުއްލަވާ,1,,
ވިކަމަށްޓަކައެވެ,1,,
ވާކަމަށްޓަކައެވެ,1,,
ވާމީހަކު,1,,
ލިބިއެއް,1,,
ފޮނުއްވަތެވެ,1,,
ވީތީއެވެ,1,,
ބަދަލުކުރައްވައިފާނެކަމަށް,1,,
ފިރިހެނަކު,1,,
އައި,1,,
މަގުފުރައްދަވަނީ,1,,
ލިބޭނެތެވެ,1,,
ގެވަގުތު,1,1,
ފުރެދުމެއްގައިމެނުވީ,1,,
ދެއްކުން,1,,
އިޖާބަކުރައްވާހުށީމެވެ,1,,
ރީތިކުރައްވައި,1,,
މަތިވެރިވެވޮޑިގެންފިއެވެ,1,,
ގިނަ,1,,
ކޮށްދެއްވާފައިވާ,1,,
އެއްކަމުގައެވެ,1,1,1
ނުދޭ,1,,
މިންވަރުކުރެއްވިއެވެ,1,,
ވެރިވާކަމުގައިވިމީހުން,1,,
ދެނެވޮޑިގެންނުވާނޭ,1,,
ދެއްކުމަށް,1,,
އަޑުނާހާށެވެ,1,,
ކިޔެވޭހިނދު,1,,
ކުރައްވާކަމުގައިވާ,1,,
ތެރިކަމެއްވާ,1,,
ވަންތަރަސްކަލާނގެ,1,,
އެއްވެސްމެއެވެ,1,1,1
ވެވުނެވެ,1,,
އަކުވާކަމަށް,1,,
ކުރުމަކަށް,1,,
ވާނެކަމަކަށް,1,,
ކުރެއްވިއަސް,1,,
އަންގަވާހުށީމެވެ,1,,
ވެރިޔެއްވެސް,1,,
ވާމީހާއަށް,1,,
ގޮތްތަކަށް,1,,
އަށްއެދި,1,,
ދެއްވާފައިނުވާ,1,,
ފުޅުނުވާނަމަ,1,,
އުފާވެރިކަމުގެ,1,,
ފުއްސަވައި,1,,
ސާބިތުކުރައްވަތެވެ,1,,
ތަނަވަސްކޮށްދެއްވައިފިނަމަ,1,,
ބާވައިލައްވަނީ,1,,
ފަތުރުއްވާ,1,,
ދޭނޭމީހަކުވެސް,1,,
ވެރިވުންގިނަ,1,,
ކުރާމީހުންނަށް,1,,
ހެޔޮކަންބޮޑެވެ,1,,
ކަންތައްތަކުން,1,,
ވެރިވެގަތްމީހާގެ,1,,
ލިބިގެންފިމީހާ,1,,
ވާމީހެކެވެ,1,,
ކުރެއްވުމުންމެނުވީ,1,,
ބާވައިނުލައްވައި,1,,
ވޭތުވެހިނގައްޖެއެވެ,1,,
ހަނދުމަކުރުމަށެވެ,1,,
ތެރިކޮށްދެއްވި,1,,
ވާނެކަން,1,,
ކުރިފަދަ,1,,
ބަޔާން,1,,
ފޮތާއި,1,,
ފޮތް,1,,
ބަހައިދެނީ,1,,
ންކުރެން,1,,
ވެވޮޑިގެންނެވި,1,,
ފިއްލަވައިފިހިނދު,1,,
އުވައިލަތެވެ,1,,
ގެފާނަށްވުރެ,1,1,
ކޮށްދިނުމާ,1,,
ނުޖަހަތެވެ,1,,
ގެދުވަހު,1,1,
ލުޔެއް,1,,
ފިއްލަވާނދޭވެ,1,,
ވާހުށީމުއެވެ,1,,
ލިބިގަންނާނީ,1,,
ފިއްލަވާހުށީމެވެ,1,,
ގަހަކީ,1,,
އޮއްސާށެވެ,1,,
ފޭރާމެވެ,1,,
ވަންތަވެރިކަމެއްގެ,1,,
ތަކަށްފަހުގައި,1,1,
ކަންމަތީ,1,,
ތެރިކޮށްދެއްވިއެވެ,1,,
އައުމަށްފަހުގައި,1,,
ލިބިފައިވުމާއެކުވެސް,1,,
އެންމެ,1,,
ވެރިވެގަތީމުއެވެ,1,,
ތެދޭ,1,,
އެއްނެތޭ,1,1,1
ކުރާބަޔަކު,1,,
ވިމީހުންނީ,1,,
ހައްދަވާފައިވާނަމަ,1,,
އެއްކަމުގައިވިއެވެ,1,1,1
ކޮށްދެއްވާނދޭވެ,1,,
ވެބަލާށެވެ,1,,
ނުދިނީ,1,,
ގޮތަށާއި,1,,
ތެދުކަމުގައި,1,,
ބަސްފުޅުކަމަށް,1,,
ބަސްފުޅަށް,1,,
ނެގުމެވެ,1,,
ލިބުނީސްކަން,1,,
ހަލާކުފޮނުއްވައި,1,,
ވޮޑިގެންވާކަމުންނެވެ,1,,
ކަމެއްނުވާ,1,,
ތެރިކޮށްދެއްކިއެވެ,1,,
ކޯފާވެވޮޑިގެންވާމަގަށް,1,,
ފާޅުނުކުރައްވާނެކަމަށް,1,,
ފުއްސަވައިދެއްވުމަށްޓަކައެވެ,1,,
ކަލޭގެފާނުގެ,1,,
ހިފާމީހުން,1,,
ހިފާކަންކަށަވަރީ,1,,
އުވާލައިފިމީހާ,1,,
އުވައިލާކަންކަށަވަރީ,1,,
ފުއްދައިފިމީހާ,1,,
އަންގަވާފައިވަނީ,1,,
ވެރިވަނީއެވެ,1,,
ވުމަށެވެ,1,,
ހިފާހިނދު,1,,
ރުހިވޮޑިގެންފިއެވެ,1,,
މުދާތައްވެސްމެއެވެ,1,,
މުދާތަކެއް,1,,
އެކަން,1,,
އަންހެނުންތަކެއް,1,,
ދެއްވީހެވެ,1,,
ވެރިންކަމުގައިވޫއެވެ,1,,
ފާޅުކުރައްވައި,1,,
ތެރިބަޔެކެވެ,1,,
އޭގެ,1,,
ކުރުވަމުންނެވެ,1,,
ވެދާނެތީއެވެ,1,,
ހޯދާށެވެ,1,,
ވަންތަވެރިކަމަކާއި,1,,
ވެރިގޮތުން,1,,
ނުބުނާށެވެ,1,,
ކަމާމެދު,1,,
ވީކަމަށް,1,,
ވީކަމަށްޓަކައި,1,,
ވުމެކެވެ,1,,
އަކުނެތި,1,,
ކަމެއްގައިވީމުއެވެ,1,,
އާދެކޮޅުހަދާ,1,1,1
ލިބިލިބިއެވެ,1,,
ތަކުގައިވެސްމެއެވެ,1,1,
ކުރައްވާހާ,1,,
ރައްދުކުރެއްވިއެވެ,1,,
ދެއްވޫއެވެ,1,,
އައްސަވައި,1,,
އަތުލައްވައި,1,,
ވެރިވޫއެވެ,1,,
އަވަސްވުންއެދި,1,,
ވާހަކައިގައި,1,,
ވުމާއެކު,1,,
މަރުވެދިޔުމަށް,1,,
ވެރިކަމެއްވިޔަސް,1,,
ބަސްފުޅުތަކެއް,1,,
ފޮރުވައިލި,1,,
އެއްވެސްބާރެއް,1,,
ވާކަމުގައި,1,,
ލިބިފައިވަނީ,1,,
ކުރައްވަނީވެސް,1,,
ންފަދަ,1,1,
ހިމެނިގެންވާ,1,,
ގެމީހުންވެސް,1,1,
ބާގައިމީހުންވެސް,1,,
ބާވައިލެއްވީހެއްޔެވެ,1,,
އަންނަދުވަހު,1,,
ދެރަކުރައްވައި,1,,
އުނގަންނައިދެއްވިއެވެ,1,,
ތަކުންނަށްޓަކައި,1,1,
ފައިދާވެ,1,,
ތެރިކުރައްވައި,1,,
ވެއްޖެހިނދެވެ,1,,
ގަހުން,1,,
ދެއްވިކަމުގެ,1,,
ވެރިންކަމުގައި,1,,
ހިއްޕަވާފައިވެއެވެ,1,,
ވުމުގެކުރިން,1,,
ހަނދުމަކުރުމަށާއި,1,,
ބަސްފުޅުގެ,1,,
ކޮށްފައިވެއެވެ,1,,
ގައިވަނީ,1,,
ތަކަށްވިޔަސް,1,1,
ދެނީ,1,,
އައްސަވާވޮޑިގެންފިއެވެ,1,,
އައްސަވާވޮޑިގަންނަވަތެވެ,1,,
ބަހެކެވެ,1,,
ދެއްވާގޮތެވެ,1,,
އެކަންތައްތައް,1,,
ވޮޑިގެންނުވާ,1,,
ނުދެއްވަނީ,1,,
ލިބިގެންވާމީހުން,1,,
ދަރަޖަތަކަކަށް,1,,
ދެންނެވުމުގެ,1,,
ކަންބޮޑުމެއެވެ,1,,
ލައްވައިފިހިނދު,1,,
އާވަނީ,1,1,1
ހަނދުމަކުރުން,1,,
ގެމީހުންނީ,1,1,
ދެއްވައިފީހެވެ,1,,
މުދަލުގެ,1,,
ވޭވެ,1,,
މުދަލުގައި,1,,
ވެތިބި,1,,
ދޭހުށީމުއެވެ,1,,
އަށްވުރެން,1,,
ބާވައިލެއްވިނަމަ,1,,
ވަންތަވެވޮޑިގެންވެތެވެ,1,,
އެކުވެރިކަން,1,,
ތިޔަބައިމީހުންނަކަށް,1,,
ންގެގާތަށް,1,,
ހިފުމަށް,1,,
ނުކުޅައުމަށާއި,1,,
ދޮގު,1,,
ކުދިން,1,,
ހިއްޕަވާށެވެ,1,,
ކޯފާލައްވާފައިވާ,1,,
މަތިވެރި,1,,
ނުކުރި,1,,
އަޑުއެހުމާއި,1,,
އާކަމަށް,1,1,1
ކުރުވަތެވެ,1,,
ތެރިންނެވެ,1,,
އަންނަހިނދު,1,,
ހުރީވެސް,1,,
ގެދަރިންތަކެއް,1,1,
ފުޅަށްމެނުވީ,1,,
ތެރިންވެއެވެ,1,,
ގުނާހަމަކުރާށެވެ,1,,
އެހެންގޮތެއް,1,,
ހަމަވުމާ,1,,
ދަތިކުރައްވާފައިވާ,1,,
ފުޅަށާއި,1,,
ބައްލަވައި,1,,
ކަނޑައަޅުއްވައިފިއެވެ,1,,
އެންގެވީ,1,,
ންވެސްމެއެވެ,1,,
ނިކަމެތިނުކުރައްވާނެ,1,,
ފުޅުތަކާއި,1,,
ތައްޔާރުކުރެއްވީމެވެ,1,,
ކުރާކަމުގައިވީނަމަ,1,,
ންނުވެއެވެ,1,,
ތިމަންކަލޭގެފާނާއި,1,,
ލެއްވިނަމަވެސް,1,,
ބުނެހަދާ,1,,
ފެނުނުހިނދު,1,,
ނުކިޔަނީ,1,,
ދޮގުކުރާމީހުން,1,,
ވަނީހެއްޔެވެ,1,,
ކުރިމަތިލާންޖެހޭނެކަން,1,,
އަކަށްއެދި,1,,
ންނަށްޖެހޭނޭ,1,,
ދުރުކޮށްދޭނޭ,1,,
ތެރިޔަކާމެދު,1,,
އެއްވާ,1,1,1
ކަންދެއްވިއްޔާމެނުވީ,1,,
ކުރައްވާކަމުގައިވީ,1,,
ތެރިކަމަށް,1,,
ތަކަކުންނެވެ,1,1,
އިއްވަވައިފިއެވެ,1,,
މަގުދައްކަނީ,1,,
ތެދުމަގަށެވެ,1,,
ހޯދަން,1,,
ނުކުޅައްދައި,1,,
ގެއަޑު,1,1,
ކޮށްފޫއެވެ,1,,
ތަނަވަސްކުރެއްވުން,1,,
ގާތްވެއްޖެކަމެއްވެސް,1,,
ގެދަރިންގެ,1,1,
ނުލައްވަމެވެ,1,,
ނުކުރުމަށްޓަކައެވެ,1,,
ތެރިވާމީހުންގެ,1,,
ކަންލިބި,1,,
ލިބިވަޑައިގަތުން,1,,
ކުރެއްވުމާއި,1,,
ކިޔަވައިވިދާޅުވުމުގެ,1,,
ބަޔާންކޮށްދެއްވުން,1,,
ދޫކޮށްލަމުއެވެ,1,,
ކަމުގައިވިއެވެ,1,,
ފުޅަށްޓަކައެވެ,1,,
ފޭރާމާއި,1,,
ފޭރާމުން,1,,
ބުއިމެއް,1,,
ވަކިވަކިކޮށް,1,,
ނެތިކުރެއްވުމަށާއި,1,,
ހަދައިބަލާށެވެ,1,,
ކޮށްއުޅޭށޭ,1,,
ވާހަކަތަކެއް,1,,
ތެދުބަހެއް,1,,
ފުޅުތަކާއިގެން,1,,
ބިމުގައެވެ,1,,
ވާދީގައި,1,,
އަމިއްލަ,1,,
ކޮށްދެއްވުމަކީ,1,,
ވެވަޑައިގަންނަވަމުއެވެ,1,,
ބެއްލެވުމަކުން,1,,
ބައްލަވާނެތެވެ,1,,
ކިޔަވައިދެވޭހިނދު,1,,
ވާކަމަށްޓަކައި,1,,
ތައްކުޅަމީހުންނަށް,1,,
ކުރައްވާނީވެސް,1,,
ބާގައިގެ,1,,
ބާގައިމީހުންނާ,1,,
ދެއްވައިފިހިނދު,1,,
ދަތިކުރައްވައިފިހިނދު,1,,
ބެހެއްޓުމަށް,1,,
ފުރިހަމަކުރެއްވި,1,,
ވެގަތުމަށްޓަކައި,1,,
ވެވަޑައިގެންވަނިކޮށް,1,,
ގަންދެއްވަމެވެ,1,,
ވޮޑިގެންނުވޭހެއްޔެވެ,1,,
ކުރިނަމަވެސް,1,,
ދެކެވޮޑިގެންވާކަން,1,,
ވިލޭރޭގައެވެ,1,,
ވިލޭރެޔަކީ,1,,
ވިލޭރޭ,1,,
ފުޅަކާއިގެން,1,,
ވިމީހުންވަނީ,1,,
ކުރެއްވީތީއެވެ,1,,
ބުނެ,1,,
ވަންހައިގެ,1,,
އަތުވެއްޖެ,1,,
ހަދާމީހުން,1,,
ވެރިވެއްޖެހިނދު,1,,
